hostAddress,port,ipProtocol,appProtocol,totalIdentities,totalHits,totalAllowed,totalBlocked,associatedPrivateResources,firstSeen,lastSeen,label
10.171.15.37,445,TCP,netbios-ssn,1,35,35,0,,01/05/2025 18:08:10 BST,29/05/2025 15:00:58 BST,NOT_REVIEWED
10.171.15.37,53676,TCP,,1,7,7,0,,27/05/2025 12:10:36 BST,29/05/2025 14:40:38 BST,NOT_REVIEWED
10.171.15.37,135,TCP,epmap,1,6,6,0,,01/05/2025 19:47:05 BST,19/05/2025 21:55:59 BST,NOT_REVIEWED
10.171.59.8,8443,TCP,ssl,1,52,52,0,,13/05/2025 16:08:03 BST,13/05/2025 16:08:13 BST,NOT_REVIEWED
10.171.59.8,443,TCP,https,1,52,52,0,,13/05/2025 16:08:03 BST,13/05/2025 16:08:13 BST,NOT_REVIEWED
10.171.59.8,443,TCP,http,1,41,41,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:13 BST,NOT_REVIEWED
10.171.59.8,8080,TCP,ssl,1,41,41,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:13 BST,NOT_REVIEWED
10.171.59.8,8443,TCP,http,1,40,40,0,,13/05/2025 16:08:03 BST,13/05/2025 16:08:13 BST,NOT_REVIEWED
10.171.59.8,8080,TCP,http,1,39,39,0,,13/05/2025 16:08:03 BST,13/05/2025 16:08:13 BST,NOT_REVIEWED
10.171.59.8,80,TCP,http,1,37,37,0,,13/05/2025 16:08:03 BST,13/05/2025 16:08:13 BST,NOT_REVIEWED
10.171.59.8,8080,TCP,,1,20,20,0,,13/05/2025 16:08:03 BST,13/05/2025 16:08:13 BST,NOT_REVIEWED
10.171.59.8,443,TCP,,1,20,20,0,,13/05/2025 16:08:03 BST,13/05/2025 16:08:13 BST,NOT_REVIEWED
10.171.59.8,8443,TCP,,1,19,19,0,,13/05/2025 16:08:03 BST,13/05/2025 16:08:13 BST,NOT_REVIEWED
10.171.59.8,22,TCP,ssh,1,8,8,0,,13/05/2025 16:08:08 BST,13/05/2025 16:08:11 BST,NOT_REVIEWED
10.171.59.8,8443,TCP,ldap,1,2,2,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,37938,UDP,,1,2,2,0,,13/05/2025 16:08:05 BST,13/05/2025 16:08:07 BST,NOT_REVIEWED
10.171.59.8,8080,TCP,ldap,1,2,2,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,443,TCP,ldap,1,2,2,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8443,TCP,rtsp,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8080,TCP,RDP,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8443,TCP,Microsoft Data Platform,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8443,TCP,rtsp,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,443,TCP,RDP,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8443,TCP,rtsp,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,443,TCP,RDP,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,443,TCP,sip,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8443,TCP,sip,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8443,TCP,TNS/Oracle,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8443,TCP,sip,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,443,TCP,sip,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8080,TCP,kerberos,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,443,TCP,kerberos,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8080,TCP,rtsp,1,1,1,0,,13/05/2025 16:08:03 BST,13/05/2025 16:08:03 BST,NOT_REVIEWED
10.171.59.8,443,TCP,Microsoft Data Platform,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8080,TCP,kerberos,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,443,TCP,kerberos,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8080,TCP,rtsp,1,1,1,0,,13/05/2025 16:08:03 BST,13/05/2025 16:08:03 BST,NOT_REVIEWED
10.171.59.8,8080,TCP,TNS/Oracle,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.171.59.8,8443,TCP,RDP,1,1,1,0,,13/05/2025 16:08:04 BST,13/05/2025 16:08:04 BST,NOT_REVIEWED
10.172.10.1,389,UDP,CLDAP,33,103,103,0,,30/04/2025 6:39:46 BST,29/05/2025 17:34:30 BST,NOT_REVIEWED
10.173.0.206,50024,UDP,,1,1,1,0,,07/05/2025 20:20:24 BST,07/05/2025 20:20:24 BST,NOT_REVIEWED
10.173.0.206,50024,UDP,,1,1,1,0,,07/05/2025 20:20:24 BST,07/05/2025 20:20:24 BST,NOT_REVIEWED
10.173.0.206,50053,UDP,,1,1,1,0,,09/05/2025 15:40:18 BST,09/05/2025 15:40:18 BST,NOT_REVIEWED
10.173.0.216,62867,UDP,ssl,1,1,1,0,,30/04/2025 16:59:02 BST,30/04/2025 16:59:02 BST,NOT_REVIEWED
10.173.0.216,62867,UDP,ssl,1,1,1,0,,30/04/2025 16:59:02 BST,30/04/2025 16:59:02 BST,NOT_REVIEWED
10.176.0.147,50037,UDP,,1,1,1,0,,22/05/2025 16:49:49 BST,22/05/2025 16:49:49 BST,NOT_REVIEWED
10.176.0.147,50037,UDP,,1,1,1,0,,22/05/2025 16:49:49 BST,22/05/2025 16:49:49 BST,NOT_REVIEWED
10.176.0.147,55942,UDP,ssl,1,1,1,0,,30/04/2025 17:26:08 BST,30/04/2025 17:26:08 BST,NOT_REVIEWED
10.176.10.103,389,UDP,CLDAP,28,112,112,0,,30/04/2025 7:44:31 BST,29/05/2025 22:23:21 BST,NOT_REVIEWED
10.176.10.103,445,TCP,netbios-ssn,11,40,40,0,,01/05/2025 11:21:23 BST,29/05/2025 9:04:03 BST,NOT_REVIEWED
10.176.10.103,123,UDP,ntp,1,2,2,0,,29/05/2025 6:24:17 BST,29/05/2025 6:44:25 BST,NOT_REVIEWED
10.176.10.69,445,TCP,netbios-ssn,1,2,2,0,,28/05/2025 17:53:52 BST,29/05/2025 1:00:31 BST,NOT_REVIEWED
10.176.146.204,443,TCP,https,1,24,24,0,,07/05/2025 13:10:01 BST,07/05/2025 14:35:25 BST,NOT_REVIEWED
10.176.146.205,443,TCP,https,1,60,60,0,,07/05/2025 13:10:29 BST,07/05/2025 21:51:57 BST,NOT_REVIEWED
10.178.0.147,59302,UDP,ssl,1,1,1,0,,30/04/2025 16:46:25 BST,30/04/2025 16:46:25 BST,NOT_REVIEWED
10.178.0.147,59302,UDP,ssl,1,1,1,0,,30/04/2025 16:46:25 BST,30/04/2025 16:46:25 BST,NOT_REVIEWED
10.178.0.178,54851,UDP,ssl,1,1,1,0,,30/04/2025 16:57:26 BST,30/04/2025 16:57:26 BST,NOT_REVIEWED
10.178.0.178,54851,UDP,ssl,1,1,1,0,,30/04/2025 16:57:26 BST,30/04/2025 16:57:26 BST,NOT_REVIEWED
10.178.0.18,51227,UDP,ssl,1,1,1,0,,30/04/2025 17:14:30 BST,30/04/2025 17:14:30 BST,NOT_REVIEWED
10.178.0.18,51227,UDP,ssl,1,1,1,0,,30/04/2025 17:14:30 BST,30/04/2025 17:14:30 BST,NOT_REVIEWED
10.178.0.23,63729,UDP,ssl,1,1,1,0,,30/04/2025 16:56:47 BST,30/04/2025 16:56:47 BST,NOT_REVIEWED
10.178.0.23,63729,UDP,ssl,1,1,1,0,,30/04/2025 16:56:47 BST,30/04/2025 16:56:47 BST,NOT_REVIEWED
10.178.0.23,63729,UDP,ssl,1,1,1,0,,30/04/2025 16:56:47 BST,30/04/2025 16:56:47 BST,NOT_REVIEWED
10.178.0.66,50031,UDP,,1,1,1,0,,30/04/2025 18:50:38 BST,30/04/2025 18:50:38 BST,NOT_REVIEWED
10.178.0.66,50039,UDP,,1,1,1,0,,30/04/2025 18:38:30 BST,30/04/2025 18:38:30 BST,NOT_REVIEWED
10.178.0.66,50039,UDP,,1,1,1,0,,30/04/2025 18:38:30 BST,30/04/2025 18:38:30 BST,NOT_REVIEWED
10.178.0.66,50031,UDP,,1,1,1,0,,30/04/2025 18:50:38 BST,30/04/2025 18:50:38 BST,NOT_REVIEWED
10.178.0.66,50007,UDP,,1,1,1,0,,30/04/2025 18:38:30 BST,30/04/2025 18:38:30 BST,NOT_REVIEWED
10.178.0.66,50007,UDP,,1,1,1,0,,30/04/2025 18:38:30 BST,30/04/2025 18:38:30 BST,NOT_REVIEWED
10.178.146.229,49500,TCP,,1,1,1,0,,30/04/2025 12:48:48 BST,30/04/2025 12:48:48 BST,NOT_REVIEWED
10.178.240.156,50000,UDP,,1,1,1,0,,29/05/2025 16:50:13 BST,29/05/2025 16:50:13 BST,NOT_REVIEWED
10.178.240.156,50036,UDP,,1,1,1,0,,29/05/2025 16:50:13 BST,29/05/2025 16:50:13 BST,NOT_REVIEWED
10.18.128.101,52086,UDP,stun-nat,1,1,1,0,,08/05/2025 11:22:30 BST,08/05/2025 11:22:30 BST,NOT_REVIEWED
10.18.128.14,50512,UDP,stun-nat,1,1,1,0,,30/04/2025 16:34:01 BST,30/04/2025 16:34:01 BST,NOT_REVIEWED
10.18.128.14,50151,UDP,stun-nat,1,1,1,0,,30/04/2025 16:53:01 BST,30/04/2025 16:53:01 BST,NOT_REVIEWED
10.18.128.14,50512,UDP,stun-nat,1,1,1,0,,30/04/2025 16:34:01 BST,30/04/2025 16:34:01 BST,NOT_REVIEWED
10.18.128.184,61700,UDP,ssl,1,1,1,0,,08/05/2025 11:21:11 BST,08/05/2025 11:21:11 BST,NOT_REVIEWED
10.18.128.19,50028,UDP,,1,1,1,0,,07/05/2025 10:04:02 BST,07/05/2025 10:04:02 BST,NOT_REVIEWED
10.18.128.19,50028,UDP,,1,1,1,0,,07/05/2025 10:04:02 BST,07/05/2025 10:04:02 BST,NOT_REVIEWED
10.18.128.61,64622,UDP,stun-nat,1,1,1,0,,19/05/2025 14:45:24 BST,19/05/2025 14:45:24 BST,NOT_REVIEWED
10.18.128.61,60129,UDP,stun-nat,1,1,1,0,,19/05/2025 14:36:24 BST,19/05/2025 14:36:24 BST,NOT_REVIEWED
10.18.128.61,64622,UDP,stun-nat,1,1,1,0,,19/05/2025 14:45:24 BST,19/05/2025 14:45:24 BST,NOT_REVIEWED
10.18.128.61,60129,UDP,stun-nat,1,1,1,0,,19/05/2025 14:36:24 BST,19/05/2025 14:36:24 BST,NOT_REVIEWED
10.18.128.75,49327,UDP,stun-nat,1,1,1,0,,30/04/2025 16:54:38 BST,30/04/2025 16:54:38 BST,NOT_REVIEWED
10.18.160.152,5900,UDP,,1,1,1,0,,01/05/2025 12:26:58 BST,01/05/2025 12:26:58 BST,NOT_REVIEWED
10.18.160.152,5900,UDP,,1,1,1,0,,01/05/2025 12:26:58 BST,01/05/2025 12:26:58 BST,NOT_REVIEWED
10.18.160.153,50954,UDP,stun-nat,1,1,1,0,,30/04/2025 16:39:24 BST,30/04/2025 16:39:24 BST,NOT_REVIEWED
10.18.192.108,55395,UDP,stun-nat,1,1,1,0,,30/04/2025 16:54:55 BST,30/04/2025 16:54:55 BST,NOT_REVIEWED
10.18.192.112,5900,UDP,,1,1,1,0,,12/05/2025 9:59:18 BST,12/05/2025 9:59:18 BST,NOT_REVIEWED
10.18.192.12,5900,UDP,,1,2,2,0,,08/05/2025 11:24:40 BST,08/05/2025 11:28:45 BST,NOT_REVIEWED
10.18.192.143,64243,UDP,stun-nat,1,1,1,0,,08/05/2025 11:47:30 BST,08/05/2025 11:47:30 BST,NOT_REVIEWED
10.18.192.143,64243,UDP,stun-nat,1,1,1,0,,08/05/2025 11:47:30 BST,08/05/2025 11:47:30 BST,NOT_REVIEWED
10.18.192.143,64243,UDP,stun-nat,1,1,1,0,,08/05/2025 11:47:30 BST,08/05/2025 11:47:30 BST,NOT_REVIEWED
10.18.192.144,5900,UDP,,1,3,3,0,,07/05/2025 11:03:53 BST,07/05/2025 14:50:21 BST,NOT_REVIEWED
10.18.192.144,5900,TCP,RFB,1,2,2,0,,07/05/2025 11:01:48 BST,07/05/2025 11:10:33 BST,NOT_REVIEWED
10.18.192.162,137,UDP,netbios-ns,1,2,2,0,,28/05/2025 2:37:31 BST,29/05/2025 2:39:35 BST,NOT_REVIEWED
10.18.192.162,80,TCP,http,1,2,2,0,,28/05/2025 2:38:36 BST,29/05/2025 2:40:38 BST,NOT_REVIEWED
10.18.192.207,57479,UDP,stun-nat,1,1,1,0,,30/04/2025 17:21:08 BST,30/04/2025 17:21:08 BST,NOT_REVIEWED
10.18.192.207,57479,UDP,stun-nat,1,1,1,0,,30/04/2025 17:21:08 BST,30/04/2025 17:21:08 BST,NOT_REVIEWED
10.18.192.219,5900,UDP,,1,1,1,0,,29/05/2025 14:29:23 BST,29/05/2025 14:29:23 BST,NOT_REVIEWED
10.18.192.219,5900,UDP,,1,1,1,0,,29/05/2025 14:29:23 BST,29/05/2025 14:29:23 BST,NOT_REVIEWED
10.18.192.56,5900,UDP,,1,3,3,0,,09/05/2025 9:25:26 BST,09/05/2025 9:52:54 BST,NOT_REVIEWED
10.18.192.56,5900,UDP,,1,2,2,0,,09/05/2025 9:26:00 BST,09/05/2025 9:26:33 BST,NOT_REVIEWED
10.18.222.21,5900,UDP,,1,1,1,0,,13/05/2025 12:58:48 BST,13/05/2025 12:58:48 BST,NOT_REVIEWED
10.18.222.21,5900,UDP,,1,1,1,0,,13/05/2025 12:58:48 BST,13/05/2025 12:58:48 BST,NOT_REVIEWED
10.18.224.16,5900,UDP,,1,3,3,0,,09/05/2025 15:42:02 BST,09/05/2025 15:43:44 BST,NOT_REVIEWED
10.18.224.35,445,TCP,netbios-ssn,1,4,4,0,,01/05/2025 14:01:56 BST,29/05/2025 14:21:19 BST,NOT_REVIEWED
10.18.224.93,3389,TCP,RDP,1,2,2,0,,29/05/2025 11:11:01 BST,29/05/2025 11:16:28 BST,NOT_REVIEWED
10.18.232.11,5900,UDP,,1,1,1,0,,08/05/2025 11:25:10 BST,08/05/2025 11:25:10 BST,NOT_REVIEWED
10.18.232.11,5900,UDP,,1,1,1,0,,08/05/2025 11:25:10 BST,08/05/2025 11:25:10 BST,NOT_REVIEWED
10.18.232.14,58479,UDP,ssl,1,1,1,0,,30/04/2025 17:23:08 BST,30/04/2025 17:23:08 BST,NOT_REVIEWED
10.18.232.14,58479,UDP,ssl,1,1,1,0,,30/04/2025 17:23:08 BST,30/04/2025 17:23:08 BST,NOT_REVIEWED
10.18.232.235,53107,UDP,stun-nat,1,1,1,0,,30/04/2025 16:36:27 BST,30/04/2025 16:36:27 BST,NOT_REVIEWED
10.18.232.235,53107,UDP,stun-nat,1,1,1,0,,30/04/2025 16:36:27 BST,30/04/2025 16:36:27 BST,NOT_REVIEWED
10.18.233.191,7680,TCP,Microsoft Windows Update,1,3,3,0,,13/05/2025 9:14:27 BST,13/05/2025 9:54:27 BST,NOT_REVIEWED
10.18.233.34,7680,TCP,Microsoft Windows Update,1,1,1,0,,02/05/2025 14:09:37 BST,02/05/2025 14:09:37 BST,NOT_REVIEWED
10.18.234.97,60114,UDP,stun-nat,1,1,1,0,,30/04/2025 17:01:23 BST,30/04/2025 17:01:23 BST,NOT_REVIEWED
10.18.234.97,60114,UDP,stun-nat,1,1,1,0,,30/04/2025 17:01:23 BST,30/04/2025 17:01:23 BST,NOT_REVIEWED
10.18.240.53,65471,UDP,stun-nat,1,1,1,0,,30/04/2025 7:48:45 BST,30/04/2025 7:48:45 BST,NOT_REVIEWED
10.18.240.53,55349,UDP,stun-nat,1,1,1,0,,30/04/2025 8:01:05 BST,30/04/2025 8:01:05 BST,NOT_REVIEWED
10.18.240.53,55349,UDP,stun-nat,1,1,1,0,,30/04/2025 8:01:05 BST,30/04/2025 8:01:05 BST,NOT_REVIEWED
10.18.241.177,61874,UDP,stun-nat,1,1,1,0,,08/05/2025 12:00:36 BST,08/05/2025 12:00:36 BST,NOT_REVIEWED
10.18.241.177,61874,UDP,stun-nat,1,1,1,0,,08/05/2025 12:00:36 BST,08/05/2025 12:00:36 BST,NOT_REVIEWED
10.18.242.33,59788,UDP,stun-nat,1,1,1,0,,30/04/2025 16:38:10 BST,30/04/2025 16:38:10 BST,NOT_REVIEWED
10.18.243.34,50030,UDP,,1,1,1,0,,13/05/2025 17:22:45 BST,13/05/2025 17:22:45 BST,NOT_REVIEWED
10.18.243.34,50030,UDP,,1,1,1,0,,13/05/2025 17:22:45 BST,13/05/2025 17:22:45 BST,NOT_REVIEWED
10.18.243.34,50021,UDP,,1,1,1,0,,14/05/2025 16:17:40 BST,14/05/2025 16:17:40 BST,NOT_REVIEWED
10.18.243.34,50009,UDP,,1,1,1,0,,14/05/2025 16:17:40 BST,14/05/2025 16:17:40 BST,NOT_REVIEWED
10.18.243.34,50049,UDP,,1,1,1,0,,13/05/2025 17:22:58 BST,13/05/2025 17:22:58 BST,NOT_REVIEWED
10.18.244.130,443,TCP,,1,4,4,0,,12/05/2025 13:11:29 BST,12/05/2025 13:12:00 BST,NOT_REVIEWED
10.18.244.130,443,TCP,https,1,4,4,0,,12/05/2025 13:09:59 BST,12/05/2025 13:10:30 BST,NOT_REVIEWED
10.18.245.109,49888,UDP,stun-nat,1,1,1,0,,30/04/2025 17:03:32 BST,30/04/2025 17:03:32 BST,NOT_REVIEWED
10.18.245.109,49888,UDP,stun-nat,1,1,1,0,,30/04/2025 17:03:32 BST,30/04/2025 17:03:32 BST,NOT_REVIEWED
10.18.245.109,53365,UDP,stun-nat,1,1,1,0,,30/04/2025 16:46:38 BST,30/04/2025 16:46:38 BST,NOT_REVIEWED
10.18.245.109,53365,UDP,stun-nat,1,1,1,0,,30/04/2025 16:46:38 BST,30/04/2025 16:46:38 BST,NOT_REVIEWED
10.18.245.24,50041,UDP,,1,1,1,0,,09/05/2025 12:27:34 BST,09/05/2025 12:27:34 BST,NOT_REVIEWED
10.18.245.24,50041,UDP,,1,1,1,0,,09/05/2025 12:27:34 BST,09/05/2025 12:27:34 BST,NOT_REVIEWED
10.18.247.250,5900,UDP,,1,2,2,0,,13/05/2025 9:42:50 BST,13/05/2025 9:42:56 BST,NOT_REVIEWED
10.18.255.103,22,TCP,,1,2,2,0,,16/05/2025 20:17:27 BST,16/05/2025 20:32:20 BST,NOT_REVIEWED
10.18.255.103,22,TCP,ssh,1,1,1,0,,16/05/2025 20:13:41 BST,16/05/2025 20:13:41 BST,NOT_REVIEWED
10.18.255.103,22,TCP,ssh,1,1,1,0,,16/05/2025 20:13:41 BST,16/05/2025 20:13:41 BST,NOT_REVIEWED
10.18.255.104,22,TCP,,1,2,2,0,,16/05/2025 20:17:36 BST,16/05/2025 20:29:26 BST,NOT_REVIEWED
10.18.255.121,22,TCP,ssh,1,1,1,0,,23/05/2025 18:16:30 BST,23/05/2025 18:16:30 BST,NOT_REVIEWED
10.18.255.121,22,TCP,ssh,1,1,1,0,,23/05/2025 18:16:30 BST,23/05/2025 18:16:30 BST,NOT_REVIEWED
10.18.255.15,443,TCP,https,3,632,632,0,,30/04/2025 13:00:47 BST,23/05/2025 12:39:28 BST,NOT_REVIEWED
10.18.255.15,443,TCP,,3,24,24,0,,30/04/2025 14:06:37 BST,23/05/2025 12:36:28 BST,NOT_REVIEWED
10.18.255.15,443,TCP,,1,6,6,0,,16/05/2025 21:04:36 BST,16/05/2025 21:20:52 BST,NOT_REVIEWED
10.18.32.135,55344,UDP,ssl,1,1,1,0,,30/04/2025 16:43:44 BST,30/04/2025 16:43:44 BST,NOT_REVIEWED
10.18.32.53,54076,UDP,ssl,1,1,1,0,,30/04/2025 17:14:02 BST,30/04/2025 17:14:02 BST,NOT_REVIEWED
10.18.57.212,56195,UDP,stun-nat,1,1,1,0,,30/04/2025 8:06:43 BST,30/04/2025 8:06:43 BST,NOT_REVIEWED
10.18.57.212,56195,UDP,stun-nat,1,1,1,0,,30/04/2025 8:06:43 BST,30/04/2025 8:06:43 BST,NOT_REVIEWED
10.18.57.212,53325,UDP,stun-nat,1,1,1,0,,30/04/2025 7:51:53 BST,30/04/2025 7:51:53 BST,NOT_REVIEWED
10.18.64.36,55171,UDP,stun-nat,1,1,1,0,,30/04/2025 17:00:46 BST,30/04/2025 17:00:46 BST,NOT_REVIEWED
10.18.64.52,5900,UDP,,1,2,2,0,,13/05/2025 15:12:45 BST,13/05/2025 15:18:41 BST,NOT_REVIEWED
10.18.64.52,5900,UDP,,1,1,1,0,,13/05/2025 15:13:18 BST,13/05/2025 15:13:18 BST,NOT_REVIEWED
10.18.64.85,51572,UDP,ssl,1,1,1,0,,08/05/2025 11:26:25 BST,08/05/2025 11:26:25 BST,NOT_REVIEWED
10.18.64.85,51572,UDP,ssl,1,1,1,0,,08/05/2025 11:26:25 BST,08/05/2025 11:26:25 BST,NOT_REVIEWED
10.18.64.85,51572,UDP,ssl,1,1,1,0,,08/05/2025 11:26:25 BST,08/05/2025 11:26:25 BST,NOT_REVIEWED
10.18.64.95,56291,UDP,stun-nat,1,1,1,0,,30/04/2025 16:55:08 BST,30/04/2025 16:55:08 BST,NOT_REVIEWED
10.18.64.95,56291,UDP,stun-nat,1,1,1,0,,30/04/2025 16:55:08 BST,30/04/2025 16:55:08 BST,NOT_REVIEWED
10.18.64.95,56291,UDP,stun-nat,1,1,1,0,,30/04/2025 16:55:08 BST,30/04/2025 16:55:08 BST,NOT_REVIEWED
10.18.65.110,54370,UDP,ssl,1,1,1,0,,08/05/2025 11:09:00 BST,08/05/2025 11:09:00 BST,NOT_REVIEWED
10.18.65.172,50030,UDP,,1,1,1,0,,07/05/2025 9:16:40 BST,07/05/2025 9:16:40 BST,NOT_REVIEWED
10.18.65.172,50003,UDP,,1,1,1,0,,07/05/2025 9:16:40 BST,07/05/2025 9:16:40 BST,NOT_REVIEWED
10.18.65.27,63469,UDP,stun-nat,1,1,1,0,,30/04/2025 8:20:11 BST,30/04/2025 8:20:11 BST,NOT_REVIEWED
10.18.65.43,63610,UDP,ssl,1,1,1,0,,30/04/2025 17:24:18 BST,30/04/2025 17:24:18 BST,NOT_REVIEWED
10.18.96.100,50022,UDP,,1,2,2,0,,15/05/2025 15:59:12 BST,15/05/2025 18:08:42 BST,NOT_REVIEWED
10.18.96.100,50030,UDP,,1,2,2,0,,15/05/2025 11:43:58 BST,15/05/2025 17:06:26 BST,NOT_REVIEWED
10.18.96.100,50054,UDP,,1,1,1,0,,15/05/2025 15:57:37 BST,15/05/2025 15:57:37 BST,NOT_REVIEWED
10.18.96.100,50056,UDP,,1,1,1,0,,15/05/2025 15:59:12 BST,15/05/2025 15:59:12 BST,NOT_REVIEWED
10.18.96.100,50056,UDP,,1,1,1,0,,15/05/2025 15:59:12 BST,15/05/2025 15:59:12 BST,NOT_REVIEWED
10.18.96.100,50010,UDP,,1,1,1,0,,15/05/2025 17:06:26 BST,15/05/2025 17:06:26 BST,NOT_REVIEWED
10.18.96.100,50040,UDP,,1,1,1,0,,15/05/2025 17:06:26 BST,15/05/2025 17:06:26 BST,NOT_REVIEWED
10.18.96.100,50014,UDP,,1,1,1,0,,15/05/2025 15:59:12 BST,15/05/2025 15:59:12 BST,NOT_REVIEWED
10.18.96.100,50040,UDP,,1,1,1,0,,15/05/2025 17:06:26 BST,15/05/2025 17:06:26 BST,NOT_REVIEWED
10.18.96.100,50014,UDP,,1,1,1,0,,15/05/2025 15:59:12 BST,15/05/2025 15:59:12 BST,NOT_REVIEWED
10.18.96.100,50036,UDP,,1,1,1,0,,15/05/2025 15:49:55 BST,15/05/2025 15:49:55 BST,NOT_REVIEWED
10.18.96.107,60113,UDP,stun-nat,1,1,1,0,,30/04/2025 17:01:23 BST,30/04/2025 17:01:23 BST,NOT_REVIEWED
10.18.96.107,60113,UDP,stun-nat,1,1,1,0,,30/04/2025 17:01:23 BST,30/04/2025 17:01:23 BST,NOT_REVIEWED
10.18.96.107,54474,UDP,stun-nat,1,1,1,0,,30/04/2025 17:03:43 BST,30/04/2025 17:03:43 BST,NOT_REVIEWED
10.18.96.107,54474,UDP,stun-nat,1,1,1,0,,30/04/2025 17:03:43 BST,30/04/2025 17:03:43 BST,NOT_REVIEWED
10.18.96.118,7680,TCP,Microsoft Windows Update,1,2,2,0,,13/05/2025 11:02:21 BST,13/05/2025 11:22:22 BST,NOT_REVIEWED
10.18.96.119,50020,UDP,,1,1,1,0,,13/05/2025 15:21:49 BST,13/05/2025 15:21:49 BST,NOT_REVIEWED
10.18.96.119,50050,UDP,,1,1,1,0,,13/05/2025 13:25:00 BST,13/05/2025 13:25:00 BST,NOT_REVIEWED
10.18.96.119,50020,UDP,,1,1,1,0,,13/05/2025 15:21:49 BST,13/05/2025 15:21:49 BST,NOT_REVIEWED
10.18.96.119,50028,UDP,,1,1,1,0,,14/05/2025 15:25:58 BST,14/05/2025 15:25:58 BST,NOT_REVIEWED
10.18.96.119,50034,UDP,,1,1,1,0,,13/05/2025 15:12:49 BST,13/05/2025 15:12:49 BST,NOT_REVIEWED
10.18.96.119,50012,UDP,,1,1,1,0,,14/05/2025 15:25:58 BST,14/05/2025 15:25:58 BST,NOT_REVIEWED
10.18.96.119,50034,UDP,,1,1,1,0,,13/05/2025 15:12:49 BST,13/05/2025 15:12:49 BST,NOT_REVIEWED
10.18.96.119,50034,UDP,,1,1,1,0,,13/05/2025 15:12:49 BST,13/05/2025 15:12:49 BST,NOT_REVIEWED
10.18.96.119,50012,UDP,,1,1,1,0,,14/05/2025 15:25:58 BST,14/05/2025 15:25:58 BST,NOT_REVIEWED
10.18.96.119,50004,UDP,,1,1,1,0,,13/05/2025 15:21:49 BST,13/05/2025 15:21:49 BST,NOT_REVIEWED
10.18.96.119,50022,UDP,,1,1,1,0,,14/05/2025 16:20:56 BST,14/05/2025 16:20:56 BST,NOT_REVIEWED
10.18.96.119,50016,UDP,,1,1,1,0,,14/05/2025 16:20:56 BST,14/05/2025 16:20:56 BST,NOT_REVIEWED
10.18.96.127,5900,UDP,,1,1,1,0,,13/05/2025 13:46:39 BST,13/05/2025 13:46:39 BST,NOT_REVIEWED
10.18.96.131,53392,UDP,stun-nat,1,1,1,0,,19/05/2025 14:52:32 BST,19/05/2025 14:52:32 BST,NOT_REVIEWED
10.18.96.131,53392,UDP,stun-nat,1,1,1,0,,19/05/2025 14:52:32 BST,19/05/2025 14:52:32 BST,NOT_REVIEWED
