userID,userType,Domain
bef309d1-6049-4ef1-8ca6-22463796e39a,AD,arup.com
1203f3ed-2edc-4727-aae3-d91cfdf2d6e9,AD,arup.com
0fed6260-3bfc-461a-a007-46a482a99fba,AD,arup.com
07883612-8240-4192-bc0e-30d359cc0517,AD,arup.com
51541e3d-05a7-4ef5-b9d5-fc331956c794,AD,arup.com
f46f98f3-a141-4ef8-868b-fa9cb6c7ceee,AD,arup.com
46136c0a-746b-4640-95cb-f59bc504890b,AD,arup.com
f5fcd65d-9bfe-4c9d-b134-42221df88e98,AD,arup.com
70fa3914-dd46-4e5f-b748-9bee716f7135,Entra,arup.onmicrosoft.com
5e906545-e809-4b82-bb7e-8aeb78e7cda8,AD,arup.com
2802c864-ed82-45ac-b965-56c007e47fa9,AD,arup.com
2802c864-ed82-45ac-b965-56c007e47fa9,Entra,arup.com
aad792e4-be09-44d0-a271-f58066395928,AD,arup.com
aad792e4-be09-44d0-a271-f58066395928,Entra,arup.com
5c88eb3e-e198-44e8-9544-69028526214f,Entra,arup.onmicrosoft.com
e50f1c1d-f2a7-45e6-b65c-d0392352ffcb,Entra,arup.onmicrosoft.com
d0a63f12-3e27-40d3-8368-de3d07ce4892,Entra,arup.onmicrosoft.com
640cf2f2-12fb-4611-afdf-2b1fcb998f2a,Entra,arup.onmicrosoft.com
4c3f059d-97c1-42b4-9b9c-389d76034e08,Entra,arup.onmicrosoft.com
2d739622-306b-4b3c-b2a4-20d3af7db737,Entra,arup.onmicrosoft.com
0a0bde5f-fc6f-429b-9c91-d0a4fd77d6dc,Entra,arup.onmicrosoft.com
7f2208ae-2a80-45f9-a563-310e1d7ec58f,Entra,arup.onmicrosoft.com
1fa3bc3d-cbab-4dc8-ad89-d0443729a2a7,Entra,arup.onmicrosoft.com
26d66f19-da8e-4d17-8774-67844d6bed1d,Entra,arup.onmicrosoft.com
5c3eaac5-0116-421a-9d70-64c51de20ffb,AD,arup.com
80a87533-1821-4f69-bf20-023cf4b4f30d,AD,arup.com
e648cbb9-74b2-4ad3-818a-eb063ab47e71,Entra,arup.onmicrosoft.com
ad014b68-7cda-41ca-ba05-633f7a4f140f,AD,arup.com
bd7a0862-739d-44a2-8483-ecec28256613,Entra,arup.onmicrosoft.com
f92c27e8-5bc6-405d-b0c6-d30be3d6b74f,AD,arup.com
fd377e5a-88a3-4847-9016-151f6fc32215,Entra,arup.onmicrosoft.com
5fea151f-ed12-45fe-86c3-407553ed4ea3,Entra,arup.onmicrosoft.com
21b2edc2-de45-461e-8174-0e4dd5e9d02e,AD,arup.com
78e4f0a0-3a6f-41ef-883a-0df3e2d6f12b,AD,arup.com
0398d821-e415-4719-b80e-bd4dad604392,AD,arup.com
93ab92dc-e341-423c-b5ab-0e296cc15ffe,AD,arup.com
19dace63-4527-4034-9fac-b7313a864996,AD,arup.com
2bfab463-ed76-46e5-8dd5-dd36f8a65523,AD,arup.com
eafa55ec-12d2-4445-bd81-f7e545d528f6,AD,arup.com
1d2abd7d-2f47-4e0d-8bdb-832fb65522bf,AD,arup.com
5240b6e6-7365-45dc-bc63-d0adec247790,AD,arup.com
7ae6a45b-a108-44de-b750-f7542e6d5079,AD,arup.com
ffad04a8-2f0f-42e7-a65a-b52538926e98,AD,arup.com
d678dfc1-7f0f-48e4-876e-71aae4757e10,AD,arup.com
ab61bb37-59bf-4a3e-a18e-cf4e20e48e9a,AD,arup.com
c0849ca5-7550-42b2-bf44-256150f81545,AD,arup.com
db2a1475-5891-4fa3-b514-7ea16b4522a9,AD,arup.com
b4e3b517-905a-4f5d-abf4-67015320601f,Entra,arup.onmicrosoft.com
79bee4ce-bcec-4f37-abe5-c19bc9c83da1,AD,arup.com
65a668bb-9ff6-40fe-8ad2-1254716541b0,AD,arup.com
0903d912-b00e-4c02-99e6-223f73529bd5,AD,arup.com
d060c44f-f2d8-485c-b947-053df0111231,AD,arup.com
c677b6c6-84e4-4d3f-ba83-682bad6c8440,AD,arup.com
da23fd7c-6c3d-4082-b187-8cf531606a16,AD,arup.com
c93034ba-160d-47a5-8795-890f4cb342d8,AD,arup.onmicrosoft.com
baccb4fb-43f7-496a-82d2-2cd4ca259baa,AD,arup.com
6fd6146b-3cd0-43b8-ab9a-2c16947d0372,AD,arup.com
9dcad66b-fa15-4a7a-bc42-8ef1ded8526a,AD,arup.com
9dfe7626-b677-4fbd-9a22-d020dd2d196b,AD,arup.com
58d732f5-9209-48ff-9b67-40354f397398,AD,arup.com
a1fcd8cd-6db8-48ca-815b-8f7d7dd3a36e,AD,arup.com
a7e8df3e-a9f8-4757-bf29-55aec88f578b,AD,arup.com
57eaa0f4-ed90-4e92-b535-40f6c82ef223,AD,arup.com
02adc975-cb12-422e-b62f-0a74c3984e15,AD,arup.com
8f27f8cb-e4cd-4a8a-b326-d87d02395201,AD,arup.com
22f710aa-50d6-48f1-9212-0e932b1dc881,AD,arup.com
c822809f-b400-4fc2-8c84-1da9bd19367d,AD,arup.onmicrosoft.com
bc89c4af-5ddf-42be-b7dc-c0e3fd72a2fc,AD,arup.com
284d9e23-2251-429b-887b-0e0e9f4f9ac6,AD,arup.com
f08762b4-44ab-4a0b-98be-80b124e2582f,AD,arup.com
82056095-2ecc-451a-aca3-17897cc95668,AD,arup.com
5e823dc3-e422-4178-9e34-25ae2b990f2f,AD,arup.com
5b092195-1776-48be-8bab-db3ae026bb2a,AD,arup.com
c8791941-1117-404b-ac84-2be3ba745ce7,AD,arup.com
7f776139-236a-4243-8e90-cbea38153f2f,AD,arup.com
c2c13706-fc13-498f-b2a8-47fca3767056,AD,arup.com
1acf5933-1c1b-4c68-9a9d-219c3880d0c5,AD,arup.com
e8cf2d2a-f8b7-419d-963c-42e34c531532,AD,arup.com
5192d217-bf6d-438b-997d-37016e66d7f2,AD,arup.com
e8735dc8-8cae-4ae3-8565-5568f0fb79ab,AD,arup.com
b6f1fbee-c782-44ac-a051-5bb32f08e5bc,AD,arup.com
9d7197bc-04a3-40bb-8955-0f89b8850ec1,AD,arup.com
aa1e75eb-1658-460d-b6e5-b7363716c410,AD,arup.com
3becd1c0-6f06-4043-89c3-55f9ee6d8755,AD,arup.onmicrosoft.com
dff37315-6359-4299-b980-ca83862c9a46,AD,arup.com
497de65c-10fa-4baf-978a-3ef988c902f6,AD,arup.com
55c61bce-e229-4280-8f90-70958a201bae,AD,arup.com
c3bcf6b2-b808-4639-b374-fd71dbe8b6b9,AD,arup.com
5089d04b-9e78-4abe-8ec4-c34366eb0b3a,AD,arup.com
fa67e9e1-0b78-4aea-9d91-24107cc8b062,AD,arup.com
046e383d-5462-49f1-ae06-8dc96d5ba62b,AD,arup.com
64106fca-ccc3-48f0-a860-d0b76e89c17d,AD,arup.com
74e933b7-fa41-45bd-b03c-4e28ef3e44e7,AD,arup.com
d43afbd5-9683-4651-b717-b1d5a40e97fb,AD,arup.com
ae4b7ee8-f35a-4228-acaf-2d2a06fa4f23,AD,arup.com
47a45ca3-d1bc-458a-94c7-d947268030d4,AD,arup.com
ad551ab8-b643-446e-bc03-61735b08b8d5,Entra,arup.onmicrosoft.com
02680829-e46c-48b7-b1a4-ac7a05910969,AD,arup.com
64592e3a-fde8-45ed-933b-83e528132ce9,AD,arup.com
2da7777e-3a03-47ee-9fd7-d786e7370463,AD,arup.com
aae24a76-9123-4f18-a0ee-851aea4c1ffb,AD,arup.com
afa926c4-02d4-4991-8052-e7c878d96ec9,AD,arup.com
611a99d7-460e-4ece-84ff-5c4e5b0a481d,AD,arup.com
1cbcdce2-fe94-49b5-9312-115525eabd59,AD,arup.com
a28758a9-b22b-48b4-ba68-ffad87c1649e,AD,arup.com
f8eca90e-1549-4b00-acc3-2505121b1ce5,AD,arup.com
5337b3d2-00a5-4c0d-aa87-bf53fb64a826,Entra,arup.onmicrosoft.com
e8ddc622-4ddc-4387-80c8-c2af391690a9,Entra,arup.onmicrosoft.com
68b10913-8aa6-4536-9827-e17e12ee9907,AD,arup.com
5642968c-3c0c-48ad-b77f-8329d5c8da03,AD,arup.com
2b44333f-dbea-468b-86a3-efe1f8329947,Entra,arup.onmicrosoft.com
4234a82b-aded-4990-bdfd-de14b774ab68,AD,arup.com
5e44c26a-fbf0-425d-8c23-f78502cbdd75,Entra,arup.onmicrosoft.com
1316652e-d093-410a-98f1-9ef11d1c5643,Entra,arup.onmicrosoft.com
3b7a71a2-d439-4e8b-800e-276cad195263,Entra,arup.onmicrosoft.com
a1386b30-b88d-48e7-a910-9fe89605b5d3,Entra,arup.onmicrosoft.com
f8ddce6f-f17b-49f7-bc3a-6e55436cefd1,AD,arup.com
7aea6546-224e-43d2-bf0c-bce5172c4294,Entra,arup.onmicrosoft.com
e15cf427-ffd2-4f2f-83b0-a23cfcd961d1,AD,arup.com
